Portal ID,Name Provided,THE Name,Country,Clinical applicable?,EDITED?,PPP / FX rate used 2013,Reason Not Ranked,Previous rank,RANK LABEL 2015–16 H,OVERALL SCORE 2015-16,TEACHING 2015-16,RESEARCH 2015-16,CITATIONS 2015-16,INDUSTRY 2015-16,INTERNAT 2015-16,Teaching Rank,Research Rank,Citations Rank,Industry Income Rank,International Outlook Rank,T3,IMPUTED T3?,T4,IMPUTED T4?,T1,IMPUTED T1?,T5,IMPUTED T5?,T2,IMPUTED T2?,R3,IMPUTED R3?,R2,IMPUTED R2?,R1,IMPUTED R1?,C1,IMPUTED C1?,E1,IMPUTED E1?,I2,IMPUTED I2?,I3,IMPUTED I3?,I1,IMPUTED I1?,Number of papers,Number of internat papers,FWCI citation score,FWCI citation score (country-norm),:clinical:academicStaff:international,EDITED?,:clinical:academicStaff:total,EDITED?,:clinical:academicStaff:women,EDITED?,:clinical:doctoralNewStudentIntake:total,EDITED?,:clinical:doctoratesAwarded:total,EDITED?, :clinical:institutionalIncome:total ,EDITED?,:clinical:masterDegreesAwarded:total,EDITED?,:clinical:masterNewStudentIntake:international,EDITED?,:clinical:masterNewStudentIntake:total,EDITED?,:clinical:masterNewStudentIntake:women,EDITED?, :clinical:researchIncome:industryAndCommerce ,EDITED?, :clinical:researchIncome:total ,EDITED?,:clinical:researchStaff:total,EDITED?,:clinical:students:international,EDITED?,:clinical:students:total,EDITED?,:clinical:students:women,EDITED?,:clinical:undergraduateDegreesAwarded:total,EDITED?,:clinical:undergraduateNewStudentIntake:international,EDITED?,:clinical:undergraduateNewStudentIntake:total,EDITED?,:clinical:undergraduateNewStudentIntake:women,EDITED?,SSR,Doc : ug,Doc : staff,Institutional Income per staff (provided currency),Institutional Income per staff PPP'd,Research Income per staff (provided currency),Research Income per staff (PPP'd),Industry Income per staff,Industry Income per staff (PPP'd),Internat Staff,Internat Students,Female students
i-73004561,University of Montana,University of Montana,United States,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,430,101,45.5,33.02,0.5,,73.57,,37.58,,148,,213,,0,Edited,49,,0,,30,,26,,314384,,12631249,,7.26,,19.88,,909.4,,666.1,,191,,3,,378,,299,,12.36101672,0.896713615,0.345399061,0,#REF!,171690.2134,#REF!,4273.263559,#REF!,0.006796248,0.021860567,0.732460963
i-46191031,University of Montreal,University of Montreal,Canada,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9093,4200,70.41,60.06,111,,481,,192,,728,,698,,0,Edited,475,,0,,0,,0,,130203918,,287540767,,171,,0,Edited,6286,,0,,623,,0,,0,,0,,13.06860707,0.892550143,0.689111748,0,#REF!,597797.8524,#REF!,270694.2162,#REF!,0.230769231,0,0
i-10914079,University of Murcia,University of Murcia,Spain,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1504,480,34.45,31.26,3.4,,349.4,,140.6,,403,,80,,0,Edited,190,,24.6,,183.4,,122.8,,538357,,1410209.3,,5,,278.7,,5324.2,,3635.8,,728,,34.7,,972.5,,653.6,,15.2381225,9.1,4.3675,0,#REF!,4036.088437,#REF!,1540.804236,#REF!,0.009730967,0.052345892,0.682881935
i-02515154,University of MÃ_nster,University of Münster,Germany,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5395,2313,86.83,88.92,17,,403,,113,,26,,238,,127946000,,66,,0,,90,,25,,9911000,,50470000,,177,,333,,3650,,2005,,439,,64,,527,,318,,9.05707196,1.844537815,1.693277311,317483.871,#REF!,125235.732,#REF!,24593.05211,#REF!,0.042183623,0.091232877,0.549315068
i-49695771,University of Nairobi,University of Nairobi,Kenya,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,686,521,32.01,20.33,8,,385,,135,,11,,8,,0,Edited,206,,35,,238,,120,,0,Edited,1367589801,,0,Edited,124,,4569,,2177,,556,,12,,782,,402,,11.86753247,69.5,48.125,0,#REF!,3552181.301,#REF!,0,#REF!,0.020779221,0.027139418,0.476471876
i-97585263,University of Naples Federico II,University of Naples Federico II,Italy,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6189,2031,75.62,74.08,0,,220,,0,,77,,74,,0,Edited,178,,0,,470,,0,,5381095,,5509822,,1223,,86,,6846,,0,,523,,0,,686,,0,,31.11818182,7.067567568,2.972972973,0,#REF!,25044.64545,#REF!,24459.52273,#REF!,0,0.01256208,0
i-67477822,University of Nebraska-Lincoln,University of Nebraska-Lincoln,United States,TRUE,,#REF!,Insufficient staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,21,,11,,0,,4,,4567018,,26,,1,,19,,14,,104026,,1257225,,2,,35,,1766,,1195,,221,,5,,700,,425,,84.0952381,55.25,5.25,217477.0476,#REF!,59867.85714,#REF!,4953.619048,#REF!,0.238095238,0.0198188,0.676670442
i-57877133,University of Nebraska Medical Center,University of Nebraska Medical Center,United States,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3227,768,64.74,56.66,120,,943,,431,,321,,314,,0,Edited,299,,10,,174,,133,,0,Edited,0,Edited,114,,110,,2571,,1754,,452,,0,,379,,327,,2.72640509,1.439490446,3.003184713,0,#REF!,0,#REF!,0,#REF!,0.127253446,0.042784909,0.682224815
i-01707366,University of NeuchÃ¢tel,University of Neuchâtel,Switzerland,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-46245787,University of New Mexico,University of New Mexico,United States,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,Imputed,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3597,930,77.52,73.71,0,Edited,1230,Edited,0,,213,,80,Edited,0,Edited,0,,0,,0,,0,,0,Edited,0,Edited,198,,0,Edited,6772,,0,,364,,0,,0,,0,,5.505691057,4.55,15.375,0,#REF!,0,#REF!,0,#REF!,0,0,0
i-95988771,University of New South Wales,University of New South Wales,Australia,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9358,3588,79.71,73.08,65,,153,,62,,108,,110,,270457811,,244,,62,,170,,114,,18778471,,128083012,,291,,862,,3683,,2120,,562,,88,,484,,261,,24.07189542,5.109090909,1.390909091,1767698.111,#REF!,837143.8693,#REF!,122735.1046,#REF!,0.424836601,0.23404833,0.575617703
i-35453247,University of Newcastle,University of Newcastle,Australia,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3190,1129,72.69,63.39,62.58,,242.18,,164.05,,25.51,,42,,165017138.4,,384,,38.38,,269.17,,194.89,,28422902.66,,48998138.38,,114.03,,634.3,,4780.81,,3424.24,,1180,,140.75,,1134.13,,820.125,,19.74073004,28.0952381,5.766190476,681382.1885,#REF!,202321.1594,#REF!,117362.7164,#REF!,0.258402841,0.132676262,0.716246828
i-95855921,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,United States,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15874,4579,94.74,95.58,190,,1644,,797,,554,,504,,0,Edited,528,,38,,495,,382,,29191587,,366819090,,772,,280,,4218,,2833,,380,,22,,332,,210,,2.565693431,0.753968254,3.261904762,0,#REF!,223125.9672,#REF!,17756.43978,#REF!,0.115571776,0.066382172,0.67164533
i-99853401,University of Northampton,University of Northampton,United Kingdom,TRUE,,#REF!,Your institution did not meet the publication threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,122.2,,89.41,,0.2,,2,,0,,38.5,,7.81,,26.78,,18.25,,14000,,340000,,5.09,,291.44,,1528.95,,1158.58,,476,,40.71,,329.5,,230.24,,12.51186579,238,61.1,0,#REF!,2782.324059,#REF!,114.5662848,#REF!,0.072013093,0.190614474,0.757761863
i-46645881,University of Notre Dame,University of Notre Dame,United States,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-18193873,University of Nottingham,University of Nottingham,United Kingdom,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4979,1953,88,82.97,80.57,,514.64,,255.14,,126.8,,123.5,,0,,249.5,,95.83,,212.1,,149.11,,4458000,,38081000,,98.8,,1231.97,,6300.73,,4626.85,,1266.78,,207.95,,993.75,,778.36,,12.24298539,10.25732794,4.167125506,0,#REF!,73995.41427,#REF!,8662.365926,#REF!,0.156556039,0.195528137,0.734335545
i-59910404,University of Nova Gorica,University of Nova Gorica,Slovenia,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-76164771,University of Oregon,University of Oregon,United States,TRUE,,#REF!,Too many missing datapoints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,15.96,,14.47,,1,,1,,0,,30,,1,,24,,23.08,,0,,3768000,,0,,11.55,,247.56,,223.07,,37,,1.93,,59.07,,53.13,,15.5112782,37,15.96,0,#REF!,236090.2256,#REF!,0,#REF!,0,0.046655356,0.901074487
i-58407012,University of Oslo,University of Oslo,Norway,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7154,3371,81,67.17,20,,298,,120,,274,,214,,1232591000,,368,,0,,415,,0,,59984000,,325529000,,211,,691,,3866,,0,,52,,0,,107,,0,,12.97315436,0.242990654,1.392523364,4136211.409,#REF!,1092379.195,#REF!,201288.5906,#REF!,0.067114094,0.178737713,0
i-52297592,University of Otago,University of Otago,New Zealand,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4802,2487,65.89,60.94,192.6,,296.3,,134.04,,61,,75,,153803703,,147,,26,,114.21,,89.38,,3525610,,41557816,,219.68,,1290.81,,5195.74,,3254.67,,1026,,294.8,,1254.63,,782.74,,17.53540331,13.68,3.950666667,519081.0091,#REF!,140255.8758,#REF!,11898.78502,#REF!,0.650016875,0.248436219,0.626411252
i-65998905,University of Ottawa,University of Ottawa,Canada,TRUE,Edited,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5915,2248,74.47,65.65,0,Edited,0,Edited,0,,0,,0,Edited,0,Edited,0,,0,,0,,0,,0,Edited,0,Edited,0,Edited,0,Edited,0,Edited,0,,0,Edited,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-89332514,University of Oulu,University of Oulu,Finland,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2596,1172,78.37,64.24,63,,323,,185,,102,,37,,32502389,,221,,6,,230,,130,,372593,,8590915,,3,,60,,2440,,1529,,50,,0,,53,,41,,7.554179567,1.351351351,8.72972973,100626.5913,#REF!,26597.26006,#REF!,1153.5387,#REF!,0.19504644,0.024590164,0.626639344
i-62371411,University of Oviedo,University of Oviedo,Spain,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2082,640,54.97,58.59,14,,138.1,,108,,107,,28,,0,Edited,116,,18,,127,,105,,97125,,1519976.23,,47,,145,,2783.5,,2100,,339,,76,,1173,,876,,20.15568429,12.10714286,4.932142857,0,#REF!,11006.3449,#REF!,703.294714,#REF!,0.101375815,0.052092689,0.754445842
i-92611101,University of Oxford,University of Oxford,United Kingdom,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12692,7448,98.47,98.35,27.43,,162.21,,31.81,,82.21,,114.14,,0,,76.66,,41.11,,57.3,,30.94,,36594000,,232940000,,615.32,,386.51,,1504.41,,737.71,,317,,11,,157,,61,,9.274459035,2.777291046,1.421149466,0,#REF!,1436039.702,#REF!,225596.449,#REF!,0.169101782,0.256917994,0.490364994
i-21112074,University of Padua,University of Padua,Italy,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6876,2507,76.98,75.88,18,,1178,,534,,96,,111,,0,Edited,641,,26,,776,,462,,0,Edited,0,Edited,0,Edited,522,,11240,,7274,,1337,,53,,1329,,908,,9.541595925,12.04504505,10.61261261,0,#REF!,0,#REF!,0,#REF!,0.015280136,0.046441281,0.647153025
i-00465333,University of Palermo,University of Palermo,Italy,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2487,683,61.72,55.91,0,Edited,299,,90,,55,,2,,0,Edited,529,,3,,667,,367,,251000,,648000,,14,,28,,5662,,3230,,376,,2,,331,,194,,18.93645485,188,149.5,0,#REF!,2167.22408,#REF!,839.4648829,#REF!,0,0.004945249,0.570469799
i-36578151,University of Pardubice,University of Pardubice,Czech Republic,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,169,35,2.95,1.47,1,,39,,27,,0,,2,,36977245,,42,,0,,72,,72,,0,Edited,8727112,,0,Edited,15,,1091,,950,,173,,9,,397,,349,,27.97435897,86.5,19.5,948134.4872,#REF!,223772.1026,#REF!,0,#REF!,0.025641026,0.013748854,0.87076077
i-15839256,University of Paris North â€“ Paris 13,University of Paris North – Paris 13,France,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1310,394,60.14,59.18,0,,111,,0,,0,,12,,0,Edited,0,,0,,0,,0,,0,Edited,0,Edited,111,,0,Edited,4792,,3408,,0,Edited,0,,0,,0,,43.17117117,0,9.25,0,#REF!,0,#REF!,0,#REF!,0,0,0.711185309
i-50089462,University of Parma,University of Parma,Italy,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2314,857,60.83,54.71,0,Edited,224,,72,,24,,44,,0,Edited,277,,0,,92,,0,,1037793.77,,6512402.45,,68,,326,,3974,,2250,,485,,32,,411,,237,,17.74107143,11.02272727,5.090909091,0,#REF!,29073.22522,#REF!,4633.007902,#REF!,0,0.082033216,0.566180171
i-81275841,University of Patras,University of Patras,Greece,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1533,548,29.64,23.81,0,Edited,153,,37,,76,,45,,447476.81,,89,,1,,62,,36,,1239171.11,,4727988.43,,167,,86,,1795,,1022,,138,,20,,187,,106,,11.73202614,3.066666667,3.4,2924.685033,#REF!,30901.88516,#REF!,8099.157582,#REF!,0,0.047910864,0.569359331
i-35763173,University of Pavia,University of Pavia,Italy,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3455,1241,74.38,72.45,0,Edited,109,,30,,43,,35,,0,Edited,416,,12,,645,,390,,3585118,,4546281,,129,,445,,7673,,4609,,995,,93,,1356,,789,,70.39449541,28.42857143,3.114285714,0,#REF!,41709,#REF!,32890.99083,#REF!,0,0.057995569,0.600677701
i-31733092,University of Pennsylvania,University of Pennsylvania,United States,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22532,5989,95.32,96.21,93,,1719,,630,,360,,349,,0,Edited,376,,0,,0,,0,,56925137,,652266731,,1308,,159,,2263,,1457,,162,,0,,0,,0,,1.31646306,0.464183381,4.925501433,0,#REF!,379445.4514,#REF!,33115.26294,#REF!,0.054101222,0.070260716,0.643835616
i-98251213,University of Peshawar,University of Peshawar,Pakistan,FALSE,,#REF!,Institution reported subject not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#REF!,#DIV/0!,#DIV/0!,#DIV/0!
i-98496814,University of PÃ©cs,University of Pécs,Hungary,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1291,679,53.12,50.79,0,Edited,483,,0,,35,,34,,0,Edited,249,,0,,873,,0,,17258000,,4023693000,Edited,84,,1643,,3253,,0,,0,Edited,0,,0,,0,,6.734989648,0,14.20588235,0,#REF!,8330627.329,#REF!,35730.84886,#REF!,0,0.505072241,0
i-84278534,University of Pisa,University of Pisa,Italy,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4701,1539,64.55,59.62,2,,636,,263,,27,,36,,6446193,,439,,9,,465,,251,,0,Edited,0,Edited,119,,152,,5723,,3394,,886,,35,,1080,,680,,8.998427673,24.61111111,17.66666667,10135.52358,#REF!,0,#REF!,0,#REF!,0.003144654,0.026559497,0.593045605
i-73524078,University of Pittsburgh,University of Pittsburgh,United States,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20226,5604,92.99,93.65,0,Edited,2965.5,,0,,433.2,,446,,0,Edited,0,,0,,0,,0,,39458475,,566811370,,1350.5,,0,Edited,4319.6,,0,,626,,0,,0,,0,,1.456617771,1.403587444,6.649103139,0,#REF!,191135.1779,#REF!,13305.84219,#REF!,0,0,0
i-79608902,University of Porto,University of Porto,Portugal,TRUE,,#REF!,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4694,2022,41.13,38.25,3.4,,523.5,,231.2,,236,,119,,75779166,,1123,,37,,507,,277,,2027751,,11020756,,97,,561,,8015,,5130,,922,,16,,798,,522,,15.3104107,7.74789916,4.399159664,144754.8539,#REF!,21052.06495,#REF!,3873.449857,#REF!,0.006494747,0.069993762,0.640049906
